5,Sample,Unit,Unit2,Type,Date,LAICPMS file name,Mineral,Laser spot number,Final spot reference,Zone,Zircon Name,Spot size (?m),Frequency (Hz),Fluence (J/cm2),Method,Number of slices,Date Interpretation,2s uncertainty,Ext unc,Filter,WREu/Eu*,WR_SiO2,WR_MgO,WR_Zr,207Pb/235U,207Pb/235U _2s.,206Pb/238U,206Pb/238U_2s.,Rho,207Pb/206Pb,207Pb/206Pb_2s.,Date_207Pb/235U (Ma),Date_207Pb/235U_2s. (Ma),Date206Pb238UMa,Date206Pb238U2s,Date_207Pb/206Pb (Ma),Date_207Pb/206Pb_2s. (Ma),Al27_ppm,Si28_ppm,P31_ppm,Ca43_ppm,Ti49_ppm,V51_ppm,Fe57_ppm,Y89_ppm,Zr91_ppm,Nb93_ppm,Ba137_ppm,La139_ppm,Ce140_ppm,Pr141_ppm,Nd145_ppm,Sm147_ppm,Eu151_ppm,Gd157_ppm,Tb159_ppm,Dy163_ppm,Ho165_ppm,Er167_ppm,Tm169_ppm,Yb173_ppm,Lu175_ppm,Hf177_ppm,Ta181_ppm,Pb206_ppm,Th232_ppm,U238_ppm,Al27_2s._ppm,P31_2s._ppm,Ca43_2s._ppm,Ti49_2s._ppm,V51_2s._ppm,Fe57_2s._ppm,Y89_2s._ppm,Zr91_2s._ppm,Nb93_2s._ppm,Ba137_2s._ppm,La139_2s._ppm,Ce140_2s._ppm,Pr141_2s._ppm,Nd145_2s._ppm,Sm147_2s._ppm,Eu151_2s._ppm,Gd157_2s._ppm,Tb159_2s._ppm,Dy163_2s._ppm,Ho165_2s._ppm,Er167_2s._ppm,Tm169_2s._ppm,Yb173_2s._ppm,Lu175_2s._ppm,Hf177_2s._ppm,Ta181_2s._ppm,Pb206_2s._ppm,Th232_2s._ppm,U238_2s._ppm,Al27_LOD_ppm,P31_LOD_ppm,Ca43_LOD_ppm,Ti49_LOD_ppm,V51_LOD_ppm,Fe57_LOD_ppm,Y89_LOD_ppm,Zr91_LOD_ppm,Nb93_LOD_ppm,Ba137_LOD_ppm,La139_LOD_ppm,Ce140_LOD_ppm,Pr141_LOD_ppm,Nd145_LOD_ppm,Sm147_LOD_ppm,Eu151_LOD_ppm,Gd157_LOD_ppm,Tb159_LOD_ppm,Dy163_LOD_ppm,Ho165_LOD_ppm,Er167_LOD_ppm,Tm169_LOD_ppm,Yb173_LOD_ppm,Lu175_LOD_ppm,Hf177_LOD_ppm,Ta181_LOD_ppm,Pb206_LOD_ppm,Th232_LOD_ppm,U238_LOD_ppm
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_243_QVC19CN029_5_1,Zrc,QVC19CN029_5_1,190917_243_QVC19CN029_5_1_Zrc,Core,29-Jan,30,10,3.5,LODE_zrc,10,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.06,0.017,0.00922,0.00075,0.64249,0.0459,0.0097,59,16,59.2,4.8,-40,380,5,153000,549,<730,3.8,0.51,<16,2680,490000,6.82,<0.12,0.042,75.8,0.246,4.7,12.3,2.83,65,20.56,246.5,86.3,413,84.8,777,155,13130,1.23,16.6,404,441,1.5,30,<730,1.8,0.24,<16,130,13000,0.44,<0.12,0.024,4.1,0.046,1.4,1.4,0.33,4.8,0.97,9.5,3.9,18,2.6,30,6.6,570,0.2,1.3,11,12,1.7,2.6,730,1.3,0.23,16,0.014,0.38,0.022,0.12,0.013,0.025,0.012,0.22,0.076,0.023,0.071,0.017,0.083,0.023,0.1,0.017,0.15,0.023,0.12,0.017,0.096,0.016,0.018
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_358_QVC19CN029_7_22,Zrc,QVC19CN029_7_22,190917_358_QVC19CN029_7_22_Zrc,Rim,29-23,30,10,3.5,LODE_zrc,56,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0554,0.0067,0.00839,0.00028,0.14046,0.0484,0.006,54.5,6.4,53.8,1.8,20,230,5.5,153000,284,<360,3.8,0.152,<7.2,1451,504000,5.36,0.19,0.004,44.3,0.061,1.17,3.63,1.13,25.3,8.42,114.1,43.7,223.9,47.9,469,100.3,12730,1.266,11.19,237.3,342.4,2.7,11,<360,0.53,0.055,<7.2,32,11000,0.18,0.11,0.003,1.3,0.012,0.24,0.33,0.11,1,0.27,3.5,1.4,6,1.4,13,2.6,290,0.078,0.4,8.3,8.9,0.86,1.2,360,0.62,0.1,7.2,0.012,0.11,0.0064,0.019,0.0039,0.0079,0.0044,0.081,0.046,0.014,0.011,0.0016,0.021,0.0051,0.034,0.0063,0.032,0.0052,0.026,0.008,0.044,0.016,0.006
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_360_QVC19CN029_7_24,Zrc,QVC19CN029_7_24,190917_360_QVC19CN029_7_24_Zrc,Rim,29-24,30,10,3.5,LODE_zrc,17,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.069,0.017,0.00927,0.00054,0.05862,0.055,0.015,67,16,59.5,3.4,190,490,1.94,153000,225,<500,3.9,<0.14,<11,725,486000,1.63,<0.14,0.0104,21.7,0.049,0.94,2.38,1.05,14.9,4.53,56.8,22.1,109.7,23.89,242,55.6,12440,0.531,7.56,162.6,205.4,0.94,18,<500,1.4,<0.14,<11,24,15000,0.15,<0.14,0.0071,1.3,0.019,0.31,0.42,0.15,1.3,0.37,2.7,1.1,5.7,0.99,12,1.9,510,0.075,0.43,6.6,8,1.2,1.8,500,0.8,0.14,11,0.014,0.23,0.007,0.14,0.0074,0.013,0.0054,0.16,0.04,0.012,0.092,0.0054,0.051,0.0056,0.055,0.01,0.1,0.013,0.064,0.0053,0.072,0.022,0.0097
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_339_QVC19CN029_7_10,Zrc,QVC19CN029_7_10,190917_339_QVC19CN029_7_10_Zrc,,,30,10,3.5,LODE_zrc,31,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.051,0.011,0.00881,0.00038,0.056918,0.0394,0.0085,50,11,56.6,2.5,-270,370,1.1,153000,316,<420,3.9,<0.12,<9.3,967,482000,1.75,<0.12,<0.0083,19.49,0.049,0.68,2.22,0.84,16.01,5.49,72.7,28.72,148.1,32.32,326.5,74,11000,0.448,6.76,79.5,191.5,0.52,18,<420,1.1,<0.12,<9.3,14,12000,0.12,<0.12,<0.0083,0.62,0.012,0.2,0.31,0.12,0.82,0.25,2.2,0.83,3.7,0.84,9,1.7,230,0.047,0.38,2.6,6,1,1.5,420,0.67,0.12,9.3,0.0041,0.069,0.0039,0.12,0.0083,0.012,0.0063,0.13,0.072,0.019,0.021,0.003,0.042,0.0031,0.032,0.012,0.02,0.0073,0.052,0.0095,0.052,0.019,0.0077
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_319_QVC19CN029_5_55,Zrc,QVC19CN029_5_55,190917_319_QVC19CN029_5_55_Zrc,,,30,10,3.5,LODE_zrc,35,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.073,0.023,0.00826,0.00062,-0.12698,0.061,0.02,70,21,53,4,190,630,3.98,153000,255,<400,3.9,<0.13,<8.3,616,493000,0.731,<0.094,0.0125,11.27,0.068,1.14,2.29,0.95,12.95,3.74,47.8,17.97,92.6,21.01,211.1,49.7,10870,0.229,2.82,48.1,85.2,0.71,15,<400,0.78,<0.13,<8.3,12,8400,0.092,<0.094,0.0053,0.38,0.018,0.34,0.32,0.1,0.81,0.17,1.7,0.7,3.4,0.7,7.6,1.8,340,0.043,0.21,1.7,2.3,0.95,1.5,400,0.69,0.13,8.3,0.011,0.06,0.012,0.094,0.0049,0.013,0.0014,0.083,0.019,0.0059,0.018,0.0079,0.043,0.0095,0.058,0.008,0.059,0.0028,0.042,0.0099,0.041,0.014,0.006
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_310_QVC19CN029_5_52,Zrc,QVC19CN029_5_52,190917_310_QVC19CN029_5_52_Zrc,Rim,29-Nov,30,10,3.5,LODE_zrc,70,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0549,0.0068,0.00858,0.00022,-0.037433,0.0468,0.0059,53.9,6.6,55.1,1.4,-10,240,7.7,153000,241.3,<320,3.91,0.118,<6.7,1160,493200,3.13,0.103,0.0097,30.66,0.0529,1.17,2.68,1,19.16,6.43,84.9,34.23,177.1,39.74,404.7,87.8,11670,0.761,6.74,104.7,201.5,2,9.6,<320,0.46,0.043,<6.7,18,8000,0.12,0.063,0.0037,0.62,0.0086,0.21,0.22,0.096,0.77,0.2,2.2,0.85,4,0.78,8.6,2,250,0.044,0.22,2.7,4.4,0.75,1.1,320,0.51,0.092,6.7,0.0057,0.028,0.0016,0.093,0.0034,0.0068,0.0029,0.054,0.0091,0.012,0.0085,0.0042,0.0053,0.0044,0.029,0.0085,0.027,0.0045,0.0066,0.0012,0.027,0.0082,0.0055
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_278_QVC19CN029_5_28,Zrc,QVC19CN029_5_28,190917_278_QVC19CN029_5_28_Zrc,,,30,10,3.5,LODE_zrc,35,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.063,0.011,0.00859,0.00045,0.0068669,0.0512,0.0092,61,11,55.1,2.9,170,350,4.9,153000,321,<380,3.97,<0.12,<7.9,1052,490300,1.61,<0.09,0.0131,22.71,0.054,1.59,3.32,1.19,19.4,6.18,79.2,30.6,159.9,34.8,350,79.2,11530,0.471,6.03,113.5,177.9,1.1,17,<380,0.74,<0.12,<7.9,29,9700,0.11,<0.09,0.0065,0.9,0.015,0.34,0.44,0.14,1.1,0.3,2.8,1,5.2,1.3,11,2,290,0.059,0.32,5.9,6.8,0.93,1.4,380,0.63,0.12,7.9,0.0084,0.17,0.0079,0.09,0.0054,0.0077,0.0052,0.13,0.056,0.021,0.052,0.0076,0.032,0.0091,0.012,0.012,0.056,0.0065,0.014,0.006,0.039,0.016,0.0066
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_321_QVC19CN029_5_57,Zrc,QVC19CN029_5_57,190917_321_QVC19CN029_5_57_Zrc,,,30,10,3.5,LODE_zrc,35,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.072,0.015,0.00831,0.00037,0.051701,0.067,0.015,74,16,53.4,2.4,480,440,161,153000,187,<390,3.99,<0.12,<8.6,1055,500000,3.01,0.122,0.0088,28.69,0.045,1.11,2.34,0.88,17.13,5.61,76.7,30.7,162.6,35.63,359.4,82.5,12360,0.849,6.09,85.8,184.3,49,15,<390,0.78,<0.12,<8.6,15,9800,0.2,0.078,0.0054,0.93,0.012,0.32,0.34,0.13,0.99,0.26,3,1.1,4.7,0.9,9.1,2.6,330,0.061,0.31,3.8,5.3,0.96,1.4,390,0.7,0.12,8.6,0.0036,0.18,0.0034,0.094,0.0068,0.008,0.0049,0.1,0.019,0.017,0.063,0.0079,0.034,0.0066,0.042,0.01,0.065,0.0028,0.083,0.0077,0.047,0.014,0.008
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_303_QVC19CN029_5_46,Zrc,QVC19CN029_5_46,190917_303_QVC19CN029_5_46_Zrc,Rim,29-Oct,30,10,3.5,LODE_zrc,42,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0533,0.008,0.00821,0.00031,-0.17911,0.0482,0.0073,52.4,7.7,52.7,2,20,290,3.7,153000,250,<330,4.02,0.161,<7.7,1044,502900,2.55,<0.023,<0.0046,30.84,0.061,1.06,3.39,1.18,20.27,6.55,82.7,30.96,155,33.62,328,71.2,11900,0.706,8.13,199.8,260.7,3.3,13,<330,0.58,0.055,<7.7,23,9700,0.13,<0.023,<0.0046,0.93,0.01,0.29,0.35,0.17,0.82,0.29,2.6,0.9,4.4,0.87,9.8,2,320,0.057,0.33,6,6.9,0.81,1.2,330,0.5,0.1,7.7,0.0027,0.12,0.0066,0.023,0.0046,0.0025,0.0048,0.12,0.037,0.011,0.051,0.002,0.022,0.002,0.038,0.0065,0.013,0.0068,0.034,0.0019,0.036,0.011,0.0062
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_349_QVC19CN029_7_15,Zrc,QVC19CN029_7_15,190917_349_QVC19CN029_7_15_Zrc,Core,29-20,30,10,3.5,LODE_zrc,59,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0551,0.0091,0.00866,0.00031,0.12775,0.0466,0.0077,53.9,8.7,55.6,2,-100,290,30,153000,231,<340,4.06,0.3,<6.8,1019,501100,2.49,0.29,0.0317,28,0.083,1.46,3.28,0.984,19.47,6.07,76.4,29.29,151.7,32.87,329,73.4,11760,0.594,7.26,177,213.2,11,12,<340,0.68,0.049,<6.8,18,9000,0.15,0.12,0.0091,1.1,0.013,0.26,0.27,0.079,0.8,0.21,2.4,0.69,3.8,0.9,8.2,1.6,260,0.058,0.33,14,8.3,0.82,1.2,340,0.55,0.099,6.8,0.0021,0.035,0.0079,0.072,0.0054,0.0089,0.005,0.061,0.052,0.018,0.011,0.0047,0.026,0.0049,0.0071,0.0088,0.051,0.005,0.038,0.0069,0.037,0.016,0.0054
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_284_QVC19CN029_5_34,Zrc,QVC19CN029_5_34,190917_284_QVC19CN029_5_34_Zrc,,,30,10,3.5,LODE_zrc,25,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.057,0.018,0.00839,0.00071,0.10474,0.051,0.016,55,17,53.8,4.5,-70,550,13,153000,246,<390,4.1,0.156,<8.7,1139,513000,1.42,<0.081,0.03,25.2,0.237,3.71,7,2.39,31.4,8.82,100.8,34.9,167.8,33.9,330,70.3,11710,0.388,4.31,126.8,137.4,12,19,<390,0.94,0.093,<8.7,55,17000,0.14,<0.081,0.011,1.2,0.03,0.76,0.68,0.2,2.3,0.53,4.4,1.9,9.2,1.7,16,3.4,370,0.067,0.4,7.4,5.7,0.96,1.4,390,0.62,0.11,8.7,0.016,0.073,0.011,0.081,0.0051,0.0086,0.0064,0.088,0.024,0.021,0.022,0.0083,0.035,0.0071,0.038,0.011,0.044,0.0072,0.06,0.0081,0.046,0.014,0.0045
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_256_QVC19CN029_5_11,Zrc,QVC19CN029_5_11,190917_256_QVC19CN029_5_11_Zrc,,,30,10,3.5,LODE_zrc,33,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.061,0.011,0.00828,0.00039,-0.36033,0.055,0.011,59,10,53.2,2.5,180,340,2.89,153000,231,<390,4.1,0.148,<8.7,1123,473100,2.66,<0.031,0.0194,30.2,0.074,1.28,4.07,1.32,21.6,7.13,87.2,32.9,165.9,36.9,363,79.5,11040,0.775,7.56,164.8,227.9,0.96,17,<390,0.68,0.059,<8.7,30,9500,0.14,<0.031,0.0066,1.2,0.017,0.25,0.51,0.13,1.3,0.36,4.1,1.4,6.9,1.3,14,3,330,0.08,0.39,7.7,7.7,0.9,1.4,390,0.64,0.1,8.7,0.0083,0.059,0.011,0.031,0.0065,0.0095,0.004,0.11,0.019,0.013,0.042,0.011,0.037,0.0027,0.04,0.0061,0.067,0.0065,0.046,0.0025,0.039,0.019,0.0053
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_326_QVC19CN029_5_61,Zrc,QVC19CN029_5_61,190917_326_QVC19CN029_5_61_Zrc,Rim,29-14,30,10,3.5,LODE_zrc,14,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.069,0.014,0.00874,0.0006,-0.18516,0.059,0.013,67,13,56.1,3.8,400,450,<1.2,153000,275,<510,4.14,<0.15,<11,1516,494000,4.66,<0.15,<0.0066,50,0.063,1.72,3.76,1.29,27.8,9.35,118.8,47.1,234.2,52.3,497,108.1,12280,1.18,11.48,275,342,<1.2,22,<510,0.89,<0.15,<11,63,22000,0.43,<0.15,<0.0066,3.3,0.018,0.61,0.96,0.17,2.6,0.75,6.7,2.6,9.8,2.8,28,5.9,530,0.18,0.92,26,24,1.2,1.8,510,0.87,0.15,11,0.015,0.32,0.0079,0.15,0.0066,0.018,0.0082,0.14,0.093,0.013,0.042,0.0061,0.07,0.011,0.058,0.013,0.082,0.015,0.098,0.01,0.071,0.016,0.013
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_364_QVC19CN029_7_27,Zrc,QVC19CN029_7_27,190917_364_QVC19CN029_7_27_Zrc,Rim,29-25,30,10,3.5,LODE_zrc,68,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0613,0.0098,0.00844,0.00027,-0.17746,0.0542,0.009,59.7,9.2,54.2,1.7,80,290,<0.79,153000,218,<330,4.19,0.104,<6.4,1039,496600,2.3,<0.079,0.0049,25.13,0.0418,0.83,2.41,0.873,17.51,5.75,77.3,30.15,158,34.86,349,77.9,11700,0.649,5.76,97.3,174.3,<0.79,10,<330,0.67,0.042,<6.4,30,8000,0.12,<0.079,0.003,0.84,0.0085,0.15,0.23,0.084,0.81,0.24,2.9,0.97,5.1,0.91,10,2.1,240,0.049,0.23,6.1,5.9,0.79,1.2,330,0.47,0.094,6.4,0.006,0.13,0.0017,0.079,0.0027,0.0017,0.0035,0.057,0.049,0.013,0.051,0.0057,0.019,0.0014,0.044,0.0013,0.061,0.0047,0.023,0.0043,0.036,0.0067,0.0062
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_246_QVC19CN029_5_3,Zrc,QVC19CN029_5_3,190917_246_QVC19CN029_5_3_Zrc,,,30,10,3.5,LODE_zrc,25,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.06,0.02,0.00868,0.00044,0.24318,0.049,0.015,58,18,55.7,2.8,-110,470,8,153000,234,<380,4.21,0.175,<8.2,914,516000,1.86,<0.082,0.06,22.7,0.052,1.37,2.07,0.82,14.62,5.11,66.2,27,146.4,34.9,357,79.6,12660,0.597,6.18,95.4,193.5,2,14,<380,0.77,0.079,<8.2,42,17000,0.14,<0.082,0.024,1.1,0.014,0.28,0.29,0.12,0.82,0.29,3.7,1.4,7.2,1.9,18,4.4,580,0.077,0.48,6.9,9.9,0.95,1.5,380,0.69,0.11,8.2,0.0094,0.16,0.0042,0.082,0.0075,0.0087,0.0037,0.11,0.062,0.015,0.047,0.0069,0.014,0.0072,0.015,0.0085,0.021,0.0089,0.065,0.01,0.044,0.016,0.0068
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_331_QVC19CN029_7_4,Zrc,QVC19CN029_7_4,190917_331_QVC19CN029_7_4_Zrc,Rim,29-16,30,10,3.5,LODE_zrc,42,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0592,0.0093,0.00844,0.00028,0.14878,0.051,0.0078,58,8.9,54.2,1.8,120,310,2.89,153000,209,<330,4.29,<0.1,<7.3,919,498000,2.23,<0.059,<0.0045,25.29,0.0505,0.77,2.65,0.858,15.62,5.09,68.4,27.32,138.7,31,317,70.7,12000,0.681,5.62,98.3,174.9,0.55,11,<330,0.68,<0.1,<7.3,21,11000,0.13,<0.059,<0.0045,0.74,0.0097,0.17,0.32,0.09,0.91,0.18,2.2,0.84,4.4,0.95,9,2.3,320,0.07,0.25,3.5,6.3,0.8,1.2,330,0.56,0.1,7.3,0.0086,0.16,0.0065,0.059,0.0045,0.011,0.0043,0.025,0.059,0.011,0.043,0.0081,0.031,0.0091,0.023,0.0081,0.012,0.0066,0.01,0.0061,0.039,0.0076,0.0056
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_248_QVC19CN029_5_5,Zrc,QVC19CN029_5_5,190917_248_QVC19CN029_5_5_Zrc,Core,29-Feb,30,10,3.5,LODE_zrc,19,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.056,0.014,0.00858,0.00056,0.26351,0.047,0.012,55,14,55.1,3.6,-50,480,<0.95,153000,276,<390,4.34,<0.12,<9.4,1191,496000,2.07,<0.11,0.0057,24.2,0.087,1.55,4.1,1.67,23.1,7.43,92.6,35.5,182,41.7,421,90.1,11040,0.474,6.35,121.3,201.2,<0.95,21,<390,0.82,<0.12,<9.4,31,14000,0.16,<0.11,0.0053,1.3,0.019,0.45,0.53,0.17,2,0.49,4.8,2.1,11,2.4,24,5.4,620,0.074,0.5,6.8,9.3,0.95,1.4,390,0.58,0.12,9.4,0.0053,0.2,0.005,0.11,0.0055,0.013,0.0047,0.15,0.054,0.02,0.026,0.0038,0.031,0.0077,0.05,0.0089,0.065,0.0079,0.058,0.0098,0.046,0.015,0.0075
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_244_QVC19CN029_5_2,Zrc,QVC19CN029_5_2,190917_244_QVC19CN029_5_2_Zrc,Rim,29-Jan,30,10,3.5,LODE_zrc,37,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0575,0.0051,0.00805,0.00027,0.12379,0.0521,0.0049,56.6,4.9,51.7,1.7,230,190,15,153000,402,<390,4.35,0.343,<8,2025,482300,10.41,0.17,0.0081,87.7,0.108,2.63,7.88,2.27,47.2,14.49,176.9,64,302.2,60.7,569,115.5,12030,1.98,20.39,727,631,2,18,<390,0.76,0.089,<8,35,7900,0.31,0.12,0.0048,2.1,0.018,0.4,0.6,0.13,1.8,0.46,5.3,1.8,7,1.4,15,3.3,330,0.14,0.87,32,20,0.92,1.4,390,0.69,0.11,8,0.01,0.17,0.012,0.12,0.0037,0.0075,0.0046,0.031,0.018,0.016,0.059,0.0086,0.036,0.0089,0.044,0.0024,0.039,0.0079,0.032,0.0059,0.038,0.0037,0.0057
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_277_QVC19CN029_5_27,Zrc,QVC19CN029_5_27,190917_277_QVC19CN029_5_27_Zrc,Rim,29-Jun,30,10,3.5,LODE_zrc,48,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.0564,0.0089,0.00839,0.00032,-0.22791,0.0502,0.0083,55.3,8.5,53.9,2.1,40,290,1.14,153000,266,<310,4.39,0.146,<6.7,1257,489500,3.44,<0.08,<0.0058,38.8,0.0532,1.14,3.23,1.3,22.9,7.71,95.8,37.3,190.8,42.2,410,88.4,12030,0.91,10.09,266.1,315.2,0.64,11,<310,0.56,0.058,<6.7,20,8100,0.15,<0.08,<0.0058,0.78,0.0097,0.22,0.33,0.1,1.1,0.25,2.5,1,5.7,1.2,11,2.4,330,0.068,0.49,7.5,9,0.73,1.2,310,0.51,0.1,6.7,0.0079,0.15,0.0075,0.08,0.0058,0.0073,0.0031,0.087,0.012,0.01,0.04,0.0046,0.019,0.006,0.027,0.0076,0.043,0.0049,0.031,0.0057,0.039,0.007,0.0061
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_294_QVC19CN029_5_38,Zrc,QVC19CN029_5_38,190917_294_QVC19CN029_5_38_Zrc,Rim,29-Aug,30,10,3.5,LODE_zrc,14,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.052,0.016,0.00859,0.00062,0.21627,0.044,0.013,51,16,55.1,4,-180,530,<1.5,153000,311,<650,4.4,<0.18,<14,926,482000,2.43,<0.2,0.021,32.7,0.064,1.36,3.24,1.03,17.7,5.95,72.2,28.16,135.1,29.9,290,63.7,11880,0.652,9.73,284.7,278.7,<1.5,25,<650,1.6,<0.18,<14,21,18000,0.19,<0.2,0.02,1.4,0.024,0.41,0.66,0.24,1.4,0.38,2.8,0.97,4.4,1,10,2.3,340,0.092,0.71,8.7,9.1,1.5,2.2,650,1,0.18,14,0.021,0.29,0.0095,0.2,0.012,0.016,0.0099,0.2,0.054,0.041,0.11,0.017,0.031,0.014,0.071,0.019,0.11,0.014,0.069,0.017,0.075,0.023,0.013
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_298_QVC19CN029_5_42,Zrc,QVC19CN029_5_42,190917_298_QVC19CN029_5_42_Zrc,,,30,10,3.5,LODE_zrc,18,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.066,0.014,0.00903,0.00044,-0.054011,0.053,0.011,64,13,57.9,2.8,200,420,2.1,153000,296,<510,4.44,<0.15,<12,1379,483000,3.17,<0.12,<0.0072,36.5,0.075,1.57,3.72,1.37,24.2,8.23,102.4,40.7,210,45.7,449,101.6,11760,0.81,8.9,171,242,1.8,19,<510,0.99,<0.15,<12,67,18000,0.3,<0.12,<0.0072,2.4,0.034,0.61,0.61,0.21,2.1,0.65,6.9,2.8,12,2.7,21,4.5,550,0.12,0.7,18,15,1.2,1.8,510,0.82,0.15,12,0.013,0.12,0.0066,0.12,0.0072,0.0065,0.0087,0.15,0.096,0.036,0.098,0.018,0.022,0.012,0.054,0.013,0.093,0.017,0.062,0.005,0.06,0.015,0.0098
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_254_QVC19CN029_5_10,Zrc,QVC19CN029_5_10,190917_254_QVC19CN029_5_10_Zrc,,,30,10,3.5,LODE_zrc,17,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.047,0.024,0.00891,0.00063,0.2782,0.037,0.018,46,23,57.2,4,-550,710,5.08,153000,243,<430,4.6,<0.13,<9,687,517000,0.74,<0.097,<0.0084,11.75,0.121,1.95,3.85,1.4,17.3,5.02,58,21.2,107,24.1,238.7,50.7,11430,0.225,3.8,65.7,116.4,0.99,13,<430,1.1,<0.13,<9,24,23000,0.1,<0.097,<0.0084,0.66,0.023,0.27,0.35,0.21,1.9,0.23,2.9,1.1,4.3,1.2,9.9,2.7,570,0.055,0.23,3.5,6.7,1,1.5,430,0.75,0.13,9,0.011,0.099,0.014,0.097,0.0084,0.0055,0.0052,0.17,0.094,0.018,0.082,0.013,0.041,0.01,0.037,0.013,0.028,0.014,0.052,0.0043,0.051,0.015,0.0052
11,QVC19CN-029,Late Porphyry II,Late Porphyry,Porphyry,190917,190917_282_QVC19CN029_5_31,Zrc,QVC19CN029_5_31,190917_282_QVC19CN029_5_31_Zrc,,,30,10,3.5,LODE_zrc,21,54.68,0.24,1.12,N,1.25,66.26,1.03,103.1,0.065,0.017,0.00846,0.00064,0.83583,0.058,0.013,64,16,54.3,4.1,320,450,15.4,153000,439,<500,4.6,0.176,<11,1607,476000,2.15,<0.15,0.023,28.7,0.161,2.4,6.7,2.18,34.9,10.68,128,46.9,229,46.6,463,102.9,10230,0.478,6.79,157,198,5.1,32,<500,1.8,0.076,<11,81,19000,0.19,<0.15,0.014,1.9,0.034,0.6,1,0.24,3.5,0.87,11,4,19,4.2,39,8.9,830,0.067,0.64,18,22,1.2,1.8,500,0.94,0.15,11,0.013,0.28,0.006,0.15,0.0098,0.0058,0.0067,0.06,0.081,0.024,0.076,0.013,0.063,0.0048,0.051,0.013,0.059,0.012,0.059,0.012,0.057,0.021,0.0084
