5,Sample,Unit,Unit2,Type,Date,LAICPMS file name,Mineral,Laser spot number,Final spot reference,Zone,Zircon Name,Spot size (?m),Frequency (Hz),Fluence (J/cm2),Method,Number of slices,Date Interpretation,2s uncertainty,Ext unc,Filter,WREu/Eu*,WR_SiO2,WR_MgO,WR_Zr,207Pb/235U,207Pb/235U _2s.,206Pb/238U,206Pb/238U_2s.,Rho,207Pb/206Pb,207Pb/206Pb_2s.,Date_207Pb/235U (Ma),Date_207Pb/235U_2s. (Ma),Date206Pb238UMa,Date206Pb238U2s,Date_207Pb/206Pb (Ma),Date_207Pb/206Pb_2s. (Ma),Al27_ppm,Si28_ppm,P31_ppm,Ca43_ppm,Ti49_ppm,V51_ppm,Fe57_ppm,Y89_ppm,Zr91_ppm,Nb93_ppm,Ba137_ppm,La139_ppm,Ce140_ppm,Pr141_ppm,Nd145_ppm,Sm147_ppm,Eu151_ppm,Gd157_ppm,Tb159_ppm,Dy163_ppm,Ho165_ppm,Er167_ppm,Tm169_ppm,Yb173_ppm,Lu175_ppm,Hf177_ppm,Ta181_ppm,Pb206_ppm,Th232_ppm,U238_ppm,Al27_2s._ppm,P31_2s._ppm,Ca43_2s._ppm,Ti49_2s._ppm,V51_2s._ppm,Fe57_2s._ppm,Y89_2s._ppm,Zr91_2s._ppm,Nb93_2s._ppm,Ba137_2s._ppm,La139_2s._ppm,Ce140_2s._ppm,Pr141_2s._ppm,Nd145_2s._ppm,Sm147_2s._ppm,Eu151_2s._ppm,Gd157_2s._ppm,Tb159_2s._ppm,Dy163_2s._ppm,Ho165_2s._ppm,Er167_2s._ppm,Tm169_2s._ppm,Yb173_2s._ppm,Lu175_2s._ppm,Hf177_2s._ppm,Ta181_2s._ppm,Pb206_2s._ppm,Th232_2s._ppm,U238_2s._ppm,Al27_LOD_ppm,P31_LOD_ppm,Ca43_LOD_ppm,Ti49_LOD_ppm,V51_LOD_ppm,Fe57_LOD_ppm,Y89_LOD_ppm,Zr91_LOD_ppm,Nb93_LOD_ppm,Ba137_LOD_ppm,La139_LOD_ppm,Ce140_LOD_ppm,Pr141_LOD_ppm,Nd145_LOD_ppm,Sm147_LOD_ppm,Eu151_LOD_ppm,Gd157_LOD_ppm,Tb159_LOD_ppm,Dy163_LOD_ppm,Ho165_LOD_ppm,Er167_LOD_ppm,Tm169_LOD_ppm,Yb173_LOD_ppm,Lu175_LOD_ppm,Hf177_LOD_ppm,Ta181_LOD_ppm,Pb206_LOD_ppm,Th232_LOD_ppm,U238_LOD_ppm
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191059_148_QVC19CN083_12_4,Zrc,QVC19CN083_12_4,191059_148_QVC19CN083_12_4_Zrc,,,30,7,3.5,LODE_zrc,63,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.06,0.013,0.00936,0.00043,0.26588,0.046,0.01,58,13,60.1,2.8,-240,370,0.93,153000,199.2,<93,14.3,0.444,<5.9,479,477800,0.654,<0.012,0.0018,7.6,0.0372,0.73,1.73,0.336,10.19,3.24,40.9,15.02,75.3,15.52,148.2,28.79,9870,0.205,2.004,44.3,55.8,0.31,9.3,<93,0.81,0.062,<5.9,11,9800,0.046,<0.012,0.0014,0.23,0.0072,0.13,0.18,0.037,0.53,0.13,1.4,0.44,2.2,0.39,4.1,0.79,230,0.023,0.095,1.5,1.3,0.35,16,93,0.29,0.063,5.9,0.0045,0.023,0.0014,0.012,0.00061,0.005,0.0016,0.04,0.007,0.0067,0.0064,0.00094,0.004,0.00097,0.017,0.003,0.04,0.00096,0.02,0.0028,0.021,0.0013,0.0022
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191053_142_QVC19CN083_9_46,Zrc,QVC19CN083_9_46,191053_142_QVC19CN083_9_46_Zrc,,,30,7,3.5,LODE_zrc,54,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.054,0.012,0.0097,0.00037,0.15969,0.043,0.01,52,12,62.2,2.4,-310,370,5.4,153000,202,<110,14.33,0.48,<5.2,789,476000,0.602,0.056,0.0035,10.13,0.078,1.74,4.19,0.893,20.7,6.14,72.5,24.9,117.4,23.7,218,40.5,10050,0.199,2.83,74.3,77.6,5.7,12,<110,0.93,0.072,<5.2,47,11000,0.047,0.069,0.0019,0.48,0.014,0.26,0.42,0.099,1.7,0.44,4.9,1.6,7.1,1.5,13,2,260,0.024,0.16,5.5,4.2,0.37,16,110,0.31,0.059,5.2,0.0016,0.026,0.0015,0.013,0.0026,0.0041,0.0017,0.041,0.008,0.0024,0.0073,0.004,0.024,0.0032,0.0048,0.0039,0.0067,0.0011,0.0055,0.0049,0.025,0.0072,0.0014
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191020_109_QVC19CN083_9_24,Zrc,QVC19CN083_9_24,191020_109_QVC19CN083_9_24_Zrc,Core,83-18,30,7,3.5,LODE_zrc,5,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.063,0.025,0.00989,0.0008,-0.16075,0.046,0.019,61,24,63.4,5.1,-60,800,14.5,153000,237,<240,14.4,0.49,<13,630,487000,0.9,<0.13,<0.012,12.22,0.0541,1.44,3.13,0.399,14,4.37,53.8,20.3,100.1,20.9,194,38.1,9550,0.272,4.11,102,112,4.8,28,<240,1.3,0.11,<13,60,61000,0.22,<0.13,<0.012,0.73,0.0099,0.8,0.71,0.056,2.5,0.44,6.4,1.7,9.5,1.5,18,3.5,670,0.086,0.36,12,7.7,0.84,35,240,0.8,0.15,13,0.024,0.25,0.015,0.13,0.012,0.013,0.0055,0.13,0.075,0.022,0.069,0.01,0.06,0.01,0.079,0.014,0.09,0.015,0.052,0.0096,0.061,0.02,0.0086
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191083_172_QVC19CN083_12_19,Zrc,QVC19CN083_12_19,191083_172_QVC19CN083_12_19_Zrc,,,30,7,3.5,LODE_zrc,74,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.0568,0.0094,0.0093,0.00028,0.029062,0.0448,0.0076,55.4,9,59.7,1.8,-170,280,0.89,153000,233.3,<88,14.71,0.506,<5.4,1067,481800,0.649,<0.01,0.0117,10.7,0.209,3.42,6.48,1.378,28.5,8.44,99.3,34.2,159.7,31.3,283.2,54.2,9660,0.205,3.63,102.5,102.3,0.36,9.3,<88,0.76,0.055,<5.4,32,8100,0.034,<0.01,0.0032,0.25,0.018,0.32,0.33,0.092,1,0.26,3.3,1.2,5.5,1.1,9.6,1.9,190,0.021,0.18,5.4,3.8,0.36,15,88,0.32,0.057,5.4,0.0042,0.02,0.0053,0.01,0.0027,0.0037,0.0026,0.011,0.006,0.0018,0.019,0.0057,0.012,0.00082,0.022,0.0028,0.018,0.0029,0.0041,0.00076,0.021,0.0011,0.0021
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190990_079_QVC19CN083_9_4,Zrc,QVC19CN083_9_4,190990_079_QVC19CN083_9_4_Zrc,,,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.066,0.012,0.00949,0.00039,0.13328,0.0511,0.0091,64,11,60.9,2.5,10,320,<0.39,153000,233,<110,14.79,0.635,<6.2,947,471400,0.69,<0.051,0.0163,9.91,0.174,2.92,4.95,0.862,23.7,7.18,85.4,30.4,143.4,28.1,254,49.9,9660,0.223,4.07,113,108.9,<0.39,12,<110,0.91,0.07,<6.2,39,9500,0.045,<0.051,0.0055,0.27,0.016,0.37,0.37,0.085,1.3,0.39,3.7,1.4,6.2,1.2,10,2,200,0.024,0.24,6.5,4.3,0.39,19,110,0.34,0.068,6.2,0.0048,0.026,0.0086,0.051,0.0038,0.0054,0.0018,0.014,0.0078,0.0072,0.022,0.001,0.017,0.0011,0.015,0.0041,0.026,0.0011,0.0054,0.0031,0.028,0.0066,0.0018
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190952_041_QVC19CN083_3_25,Zrc,QVC19CN083_3_25,190952_041_QVC19CN083_3_25_Zrc,Rim,83-6,30,7,3.5,LODE_zrc,20,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.049,0.015,0.01015,0.00077,-0.064119,0.036,0.012,48,14,65.1,4.9,-320,570,1.71,153000,263,<140,14.8,0.312,<8.2,578,468000,0.807,<0.036,<0.0036,8.54,0.068,0.77,2.43,0.508,12.35,4.05,49.9,18.7,91.8,19.9,189,37.3,9840,0.358,3.31,59.1,85.1,0.48,22,<140,1.6,0.062,<8.2,19,18000,0.076,<0.036,<0.0036,0.48,0.016,0.26,0.46,0.093,0.95,0.28,3.5,1.1,4.5,1.1,11,1.8,490,0.041,0.33,3.4,5.3,0.51,26,140,0.48,0.086,8.2,0.0043,0.071,0.0042,0.036,0.0036,0.0073,0.0031,0.038,0.042,0.0064,0.02,0.0067,0.012,0.0029,0.031,0.0055,0.018,0.0029,0.015,0.0053,0.039,0.0077,0.0037
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191007_096_QVC19CN083_9_13,Zrc,QVC19CN083_9_13,191007_096_QVC19CN083_9_13_Zrc,Middle,83-15,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.065,0.014,0.00954,0.00046,0.11856,0.047,0.011,62,14,61.2,2.9,-130,390,0.95,153000,211,<100,14.85,0.408,<6.3,434,471500,0.778,<0.013,<0.0021,9.53,0.0258,0.57,1.4,0.256,8.18,2.69,35.8,13.37,68.2,14.34,135.9,28.28,10380,0.247,2.82,56.9,75.1,0.24,12,<100,0.87,0.061,<6.3,11,8200,0.05,<0.013,<0.0021,0.21,0.0052,0.14,0.18,0.042,0.42,0.12,1.2,0.4,1.9,0.39,3.7,0.75,200,0.021,0.16,1.8,1.4,0.41,19,100,0.35,0.072,6.3,0.0016,0.027,0.0048,0.013,0.0021,0.0043,0.0023,0.014,0.037,0.0024,0.0074,0.0011,0.0045,0.0044,0.015,0.0011,0.027,0.0011,0.029,0.0032,0.03,0.0015,0.0031
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190989_078_QVC19CN083_9_3,Zrc,QVC19CN083_9_3,190989_078_QVC19CN083_9_3_Zrc,,,30,7,3.5,LODE_zrc,16,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.065,0.018,0.00985,0.0005,-0.059658,0.048,0.014,63,17,63.2,3.2,-10,540,<0.61,153000,250,<150,15.2,0.57,<9.1,1234,471000,0.792,<0.048,0.0161,11.77,0.227,3.63,6.76,1.26,31.1,9.17,111.8,39.8,186.6,36.1,322,63.9,9610,0.24,5.7,174,145.7,<0.61,27,<150,2.6,0.12,<9.1,24,13000,0.08,<0.048,0.0077,0.66,0.044,0.63,0.41,0.13,1.7,0.38,4.3,1.8,9.9,2,19,2.6,500,0.035,0.51,11,7.8,0.61,28,150,0.56,0.11,9.1,0.0058,0.097,0.012,0.048,0.0025,0.014,0.0021,0.15,0.071,0.019,0.027,0.01,0.016,0.0073,0.018,0.01,0.053,0.0073,0.037,0.008,0.044,0.0054,0.006
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190950_039_QVC19CN083_3_24,Zrc,QVC19CN083_3_24,190950_039_QVC19CN083_3_24_Zrc,Core,83-6,30,7,3.5,LODE_zrc,54,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.06,0.013,0.00919,0.00042,-0.13026,0.049,0.01,58,12,59,2.7,-30,390,0.68,153000,227,<120,15.3,0.392,<6.4,536.4,478000,0.751,<0.054,<0.0022,8.89,0.0492,1.01,2,0.385,11.23,3.72,45.5,16.73,84.1,17.79,169.6,34.5,9700,0.262,2.9,61.6,80.2,0.29,12,<120,1.1,0.068,<6.4,9.4,9000,0.058,<0.054,<0.0022,0.26,0.0082,0.22,0.18,0.045,0.58,0.14,1.4,0.57,2.7,0.53,4.7,1.1,270,0.026,0.14,1.8,2.2,0.44,21,120,0.34,0.071,6.4,0.0017,0.029,0.0049,0.054,0.0022,0.0015,0.0019,0.057,0.037,0.0026,0.023,0.005,0.0049,0.0035,0.015,0.0011,0.039,0.0012,0.0059,0.0041,0.026,0.0077,0.0029
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190999_088_QVC19CN083_9_11,Zrc,QVC19CN083_9_11,190999_088_QVC19CN083_9_11_Zrc,Core,83-14,30,7,3.5,LODE_zrc,36,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.063,0.012,0.00966,0.00049,0.062769,0.0475,0.0094,61,12,61.9,3.1,-60,340,0.55,153000,255,<110,15.9,1.47,<7.2,1128,482000,0.713,<0.05,0.0076,12.74,0.167,3.1,6.97,1.27,31.7,9.33,107.1,36.29,168.6,32.74,293.7,56.6,10230,0.249,3.96,121.9,106.8,0.31,12,<110,1.3,0.13,<7.2,22,10000,0.063,<0.05,0.0042,0.36,0.018,0.39,0.44,0.13,1.1,0.22,2.8,0.94,4.5,0.81,6.8,1.2,230,0.026,0.21,3.6,3.2,0.42,20,110,0.38,0.075,7.2,0.0059,0.041,0.0024,0.05,0.0026,0.0021,0.0009,0.053,0.062,0.0037,0.027,0.0016,0.024,0.0017,0.0074,0.0068,0.01,0.0041,0.033,0.0038,0.027,0.0068,0.0041
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190927_016_QVC19CN083_3_9,Zrc,QVC19CN083_3_9,190927_016_QVC19CN083_3_9_Zrc,Rim,83-2,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.069,0.01,0.00892,0.00035,-0.040125,0.0577,0.0093,67.2,9.8,57.2,2.3,240,310,<0.42,153000,238,<110,16.63,0.772,<6.8,1424,459300,0.906,<0.053,0.045,13.04,0.392,6.05,9.24,1.859,37.3,10.73,127.1,46,213.9,40.8,357,70.1,9180,0.362,4.56,140.6,128.5,<0.42,16,<110,0.94,0.083,<6.8,58,9500,0.062,<0.053,0.008,0.35,0.026,0.46,0.44,0.091,1.3,0.36,4.8,2,9.4,1.7,14,3.3,270,0.029,0.3,9,5.9,0.42,22,110,0.41,0.069,6.8,0.0016,0.11,0.0048,0.053,0.0032,0.0014,0.00059,0.044,0.032,0.0024,0.023,0.0011,0.0045,0.0011,0.0049,0.0011,0.021,0.0011,0.0055,0.0031,0.029,0.0046,0.0037
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191099_188_QVC19CN083_12_28,Zrc,QVC19CN083_12_28,191099_188_QVC19CN083_12_28_Zrc,,,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.067,0.012,0.01005,0.00037,-0.1898,0.0502,0.009,65,11,64.5,2.4,-10,330,5.68,153000,332,<99,17.5,0.45,<5.2,604.2,482000,0.713,<0.013,0.0038,10.6,0.09,1.51,3.08,0.653,14.74,4.42,53.1,18.95,91.5,18.68,174.2,34.52,9390,0.248,3.34,79.5,85.5,0.44,12,<99,1,0.061,<5.2,9.1,8500,0.055,<0.013,0.0024,0.29,0.011,0.21,0.2,0.063,0.6,0.13,1.4,0.46,2.2,0.52,4.3,0.86,220,0.021,0.14,2.5,2.2,0.39,16,99,0.38,0.069,5.2,0.0015,0.026,0.0015,0.013,0.0021,0.0014,0.0017,0.054,0.024,0.0091,0.037,0.001,0.0044,0.0042,0.0047,0.001,0.0066,0.0049,0.025,0.003,0.023,0.0044,0.0028
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190955_044_QVC19CN083_3_28,Zrc,QVC19CN083_3_28,190955_044_QVC19CN083_3_28_Zrc,,,30,7,3.5,LODE_zrc,28,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.094,0.018,0.00925,0.00062,0.38037,0.073,0.012,90,16,59.4,4,800,370,250,153000,362,<130,18.5,2.91,72,884,470000,1.26,2.32,0.92,18.4,0.39,3.16,3.88,0.591,20.1,6.21,78.1,27.7,131.3,27.8,266,48.3,10390,0.416,5.64,148,164,100,46,<130,5.6,0.47,37,54,14000,0.1,0.93,0.35,1.6,0.11,0.74,0.56,0.091,2,0.51,5.8,2,8.9,2,18,2.5,320,0.048,0.46,13,11,0.43,22,130,0.4,0.079,7.6,0.0065,0.049,0.0029,0.025,0.0056,0.0089,0.0024,0.058,0.015,0.0044,0.046,0.002,0.0084,0.0055,0.009,0.0067,0.013,0.002,0.01,0.0019,0.033,0.0027,0.0036
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191008_097_QVC19CN083_9_14,Zrc,QVC19CN083_9_14,191008_097_QVC19CN083_9_14_Zrc,Core,83-16,30,7,3.5,LODE_zrc,46,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.073,0.013,0.00943,0.00045,0.056633,0.056,0.01,70,13,60.5,2.8,210,370,29,153000,257,<99,19.2,0.503,37,759,487000,0.733,0.105,0.0136,9.73,0.14,2.25,4.12,0.877,18.15,5.79,67.7,24.4,118,24.1,226.6,43.4,10290,0.264,3,74.1,82.6,11,15,<99,2.8,0.067,17,33,10000,0.056,0.059,0.0052,0.31,0.021,0.38,0.31,0.078,0.89,0.29,3.2,1.2,5.8,1.1,9.8,2.1,300,0.025,0.22,4.8,3.6,0.4,18,99,0.35,0.067,6.1,0.0019,0.11,0.0049,0.016,0.0042,0.0044,0.0038,0.057,0.025,0.0028,0.038,0.0012,0.0053,0.0035,0.0057,0.0012,0.021,0.0057,0.034,0.0047,0.024,0.0047,0.0038
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_045_QVC19CN082_4_30,Zrc,QVC19CN082_4_30,190917_045_QVC19CN082_4_30_Zrc,Rim,82-4,30,10,3.5,LODE_zrc,37,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.0579,0.0096,0.00957,0.00037,-0.15744,0.044,0.0078,56.8,9.1,61.4,2.3,-90,320,3.1,153000,210,<360,5.5,0.227,<8,651,470000,1.365,<0.099,<0.0056,13.19,0.0185,0.42,1.56,0.224,9.92,3.56,47.2,19.29,103.7,23.39,224,46.3,12100,0.621,8.2,120.4,216,1.2,12,<360,0.76,0.052,<8,23,12000,0.088,<0.099,<0.0056,0.61,0.0059,0.15,0.25,0.043,0.79,0.2,2.2,0.75,4.3,0.97,11,2,480,0.069,0.7,7,18,0.81,1.6,360,0.53,0.092,8,0.0071,0.14,0.0083,0.099,0.0056,0.0065,0.0034,0.067,0.015,0.014,0.014,0.0021,0.031,0.0077,0.03,0.0052,0.013,0.0068,0.034,0.0063,0.044,0.0097,0.0042
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_044_QVC19CN082_4_29,Zrc,QVC19CN082_4_29,190917_044_QVC19CN082_4_29_Zrc,Core,82-4,30,10,3.5,LODE_zrc,25,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.086,0.021,0.01008,0.00052,0.20387,0.061,0.015,83,20,64.6,3.3,340,500,88,153000,175,<430,9.7,0.61,34,759,478000,0.94,0.27,0.09,13.85,0.064,0.9,1.56,0.276,13.1,4.78,62.6,24.6,120,26.5,240,48,12110,0.311,6.11,127.2,152.4,11,16,<430,1,0.11,14,38,15000,0.12,0.12,0.02,0.61,0.018,0.29,0.16,0.054,0.98,0.25,3.3,1.3,6.6,1.4,12,2.3,480,0.046,0.48,8.4,9.9,0.91,1.8,430,0.68,0.11,9.3,0.014,0.071,0.0041,0.099,0.0074,0.012,0.0017,0.12,0.092,0.018,0.022,0.0032,0.039,0.0085,0.054,0.011,0.043,0.0087,0.036,0.0091,0.056,0.015,0.0053
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_055_QVC19CN082_4_39,Zrc,QVC19CN082_4_39,190917_055_QVC19CN082_4_39_Zrc,,,30,10,3.5,LODE_zrc,25,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.067,0.01,0.00912,0.00045,-0.17635,0.0549,0.0098,65.9,9.4,58.6,2.8,260,320,103,153000,257,<390,10.9,0.73,13.9,1730,483000,1.45,0.15,0.0238,24.9,0.216,4.16,8.1,1.12,40.3,13,156,55.7,255,50.3,449,84,10770,0.473,11.3,333,321,19,25,<390,1.4,0.2,7.7,180,17000,0.17,0.12,0.0087,2.2,0.045,0.97,1.1,0.21,5.1,1.8,18,5.9,26,5.5,47,7.4,520,0.073,1.1,45,22,0.82,1.6,390,0.58,0.11,9.1,0.0041,0.14,0.011,0.076,0.0065,0.0097,0.0034,0.12,0.056,0.014,0.066,0.01,0.033,0.0091,0.044,0.0063,0.049,0.01,0.051,0.0029,0.044,0.0095,0.0056
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_019_QVC19CN082_4_12,Zrc,QVC19CN082_4_12,190917_019_QVC19CN082_4_12_Zrc,,,30,10,3.5,LODE_zrc,31,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.087,0.023,0.00987,0.00074,0.10712,0.061,0.015,83,21,63.3,4.7,380,520,43.2,153000,248,<380,11.31,0.35,11.2,579,477000,0.946,0.121,0.042,9.93,0.05,1.06,2.16,0.377,11.23,3.75,50.8,18.6,94.8,20.1,203,38.5,10130,0.301,3.15,65.3,84.3,7,17,<380,0.96,0.066,4.5,17,17000,0.071,0.066,0.019,0.4,0.016,0.35,0.36,0.072,0.84,0.27,3.2,1.1,6.1,1.3,12,2.1,580,0.044,0.24,4,4.8,0.78,1.7,380,0.61,0.091,8.5,0.011,0.055,0.0089,0.03,0.0055,0.0031,0.0037,0.09,0.041,0.018,0.048,0.0056,0.029,0.0072,0.047,0.008,0.066,0.0074,0.051,0.0078,0.047,0.01,0.0072
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_040_QVC19CN082_4_26,Zrc,QVC19CN082_4_26,190917_040_QVC19CN082_4_26_Zrc,Rim,82-2,30,10,3.5,LODE_zrc,19,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.055,0.022,0.00947,0.00059,0.0226,0.043,0.017,54,20,60.7,3.7,-330,570,<0.85,153000,295,<390,12.2,0.44,<9.8,714,477000,1.148,<0.085,0.218,13.01,0.129,1.3,2.9,0.39,15.3,4.8,61.9,22.7,112.9,24,226,44.7,10400,0.428,4.95,107.3,135.9,<0.85,25,<390,1.9,0.11,<9.8,33,24000,0.083,<0.085,0.042,0.66,0.02,0.27,0.35,0.097,1.1,0.32,3.4,1.3,7.4,1.3,15,2.8,680,0.051,0.45,5.3,7.8,0.85,1.8,390,0.64,0.11,9.8,0.005,0.082,0.012,0.085,0.0023,0.013,0.0045,0.14,0.051,0.008,0.065,0.0084,0.04,0.011,0.032,0.0071,0.054,0.0089,0.051,0.012,0.043,0.016,0.0073
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_024_QVC19CN082_4_16,Zrc,QVC19CN082_4_16,190917_024_QVC19CN082_4_16_Zrc,,,30,10,3.5,LODE_zrc,72,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.058,0.013,0.00939,0.00045,-0.018036,0.044,0.0099,56,13,60.2,2.9,-280,350,1.73,153000,260,<280,12.31,0.284,<6.7,677,479000,0.871,<0.065,0.0059,9.87,0.074,1.13,2.84,0.506,14.33,4.6,57.1,21.21,103.6,22.51,213.3,41.7,10190,0.329,3.02,71.2,86,0.38,13,<280,0.87,0.06,<6.7,22,12000,0.055,<0.065,0.0028,0.37,0.012,0.2,0.27,0.054,0.87,0.21,2.7,0.9,3.7,0.96,9,1.3,330,0.032,0.18,4.1,4.5,0.62,1.4,280,0.42,0.081,6.7,0.0014,0.023,0.0078,0.065,0.0033,0.0058,0.0038,0.059,0.039,0.0023,0.024,0.0035,0.015,0.0056,0.0048,0.0036,0.029,0.0038,0.024,0.001,0.035,0.0081,0.0055
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_026_QVC19CN082_4_17,Zrc,QVC19CN082_4_17,190917_026_QVC19CN082_4_17_Zrc,,,30,10,3.5,LODE_zrc,11,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.078,0.035,0.00942,0.00087,-0.22734,0.062,0.032,75,32,60.4,5.6,270,770,122,153000,186,<480,13.2,0.43,126,612,487000,1.13,0.69,0.116,14.2,0.079,1.4,1.93,0.255,13,4,51.9,19.3,93.3,20.8,197,37.5,10750,0.433,4.6,103.4,136,48,33,<480,2.3,0.11,79,46,41000,0.16,0.42,0.056,1.1,0.025,0.47,0.46,0.077,1.6,0.5,4.2,2.2,6.1,1.9,16,1.7,500,0.094,0.62,8.2,11,1.1,2.2,480,0.82,0.14,12,0.0085,0.14,0.017,0.12,0.0064,0.013,0.0077,0.17,0.12,0.032,0.071,0.012,0.044,0.014,0.048,0.016,0.04,0.014,0.033,0.013,0.069,0.022,0.0073
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_007_QVC19CN082_4_2,Zrc,QVC19CN082_4_2,190917_007_QVC19CN082_4_2_Zrc,Rim,82-1,30,10,3.5,LODE_zrc,34,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.07,0.016,0.00923,0.00041,0.025798,0.055,0.013,68,15,59.2,2.6,150,440,5.9,153000,262,<400,13.7,0.63,10.5,1298,473000,0.933,<0.099,0.0105,14.41,0.232,3.7,7.31,1.11,32.6,9.81,117.9,41.2,197,39.3,348,68.6,9880,0.346,5.33,183,146.4,1.6,21,<400,1.3,0.1,5.9,58,14000,0.06,<0.099,0.0055,0.78,0.034,0.51,0.56,0.12,2.1,0.52,7.7,2.3,10,2.4,20,3.4,330,0.043,0.34,13,9.9,0.82,1.9,400,0.65,0.1,9.1,0.0033,0.054,0.0074,0.099,0.0066,0.0031,0.0031,0.093,0.042,0.025,0.049,0.0058,0.039,0.0074,0.033,0.0058,0.016,0.0096,0.038,0.0081,0.052,0.012,0.0059
3,QVC19CN-082,Yarabamba IIb,Yarabamba Granodiorite,Batholith,190917,190917_009_QVC19CN082_4_4,Zrc,QVC19CN082_4_4,190917_009_QVC19CN082_4_4_Zrc,,,30,10,3.5,LODE_zrc,29,60.75,1.36,1.82,N,0.75,63.73,2,183.2,0.064,0.015,0.00917,0.00052,0.12618,0.051,0.012,62,15,58.8,3.3,20,440,1.89,153000,299,<360,14.4,0.54,<7.9,1115,485000,0.948,<0.03,0.057,14.47,0.219,3.3,6.51,0.98,28.9,8.73,104.5,35.5,164.8,34.8,323,55.1,9880,0.309,4.72,140.2,140.3,0.75,24,<360,1.6,0.14,<7.9,51,16000,0.092,<0.03,0.024,0.66,0.023,0.48,0.74,0.11,2,0.53,5.4,2,8.2,2.2,19,2.9,460,0.049,0.38,8.4,8.6,0.73,1.7,360,0.59,0.097,7.9,0.0075,0.055,0.0031,0.03,0.0048,0.012,0.0049,0.032,0.04,0.012,0.017,0.0085,0.036,0.007,0.011,0.0085,0.016,0.0081,0.013,0.0066,0.037,0.014,0.0044
