Filename,Rank,Sample,Unit,Type,Annealed,Probe #,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,,O=F,O=Cl,,Corrected Total,Est OH (wt.%),Net Corrected Total
201029_P23985_AP08_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.51,0.1,0.02,-0.02,0,0.08,0.55,0.24,54.16,0.74,0.04,2.69,101.49,,5.67,0.03,0,0.01,0.07,0.03,9.14,0.2,0.01,1.34,0.46,,1.13,0.17,,100.19,0.82,101.01
201029_P23985_AP08_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Feb,41.69,0.08,0.13,0.05,0,0.06,0.8,0.54,53.43,0.79,0.21,2.74,100.99,,5.6,0.02,0.02,0.01,0.11,0.07,9.09,0.21,0.05,1.38,0.41,,1.15,0.18,,99.66,0.73,100.38
201029_P23985_AP09_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.02,0.1,0.02,-0.01,0.01,0.06,0.71,0.36,53.71,0.88,0.08,2.79,100.19,,5.57,0.03,0,0.01,0.1,0.05,9.22,0.24,0.02,1.41,0.35,,1.17,0.2,,98.82,0.61,99.43
201029_P23985_AP10_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.89,0.07,0.09,-0.03,0.06,0.09,0.6,0.29,54.3,0.7,0.06,2.85,101.36,,5.6,0.02,0.01,0.01,0.08,0.04,9.19,0.19,0.01,1.42,0.39,,1.2,0.16,,100,0.69,100.69
201029_P23985_AP11_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.51,0.08,0.04,-0.01,0,0.07,0.55,0.17,54.63,0.56,0.04,3.21,102.21,,5.6,0.02,0.01,0.01,0.07,0.02,9.11,0.15,0.01,1.58,0.27,,1.35,0.13,,100.73,0.48,101.21
201029_P23985_AP12_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.13,0.12,0.03,-0.01,0,0.09,1.19,0.49,52.68,1.14,0.13,2.37,99.78,,5.62,0.04,0,0.01,0.16,0.07,9.11,0.31,0.03,1.21,0.48,,1,0.26,,98.52,0.84,99.36
201029_P23985_AP13_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.98,0.13,0.01,-0.01,0.02,0.07,0.78,0.43,53.47,0.8,0.12,2.7,100.82,,5.64,0.04,0,0.01,0.1,0.06,9.09,0.22,0.03,1.36,0.43,,1.14,0.18,,99.5,0.76,100.26
201029_P23985_AP14_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.03,0.1,0,-0.01,0.01,0.05,0.99,0.38,53.44,0.85,0.09,2.71,100.97,,5.64,0.03,0,0.01,0.13,0.05,9.08,0.23,0.02,1.36,0.41,,1.14,0.19,,99.64,0.73,100.36
201029_P23985_AP15_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.75,0.12,0.05,-0.01,0.02,0.06,0.84,0.36,53.27,0.81,0.09,2.7,100.46,,5.63,0.04,0.01,0.01,0.11,0.05,9.1,0.22,0.02,1.36,0.42,,1.14,0.18,,99.14,0.74,99.88
201029_P23985_AP16_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.5,0.11,0.02,0,0,0.09,0.64,0.32,53.68,0.72,0.05,3.03,101.37,,5.64,0.03,0,0.01,0.08,0.04,9.01,0.19,0.01,1.5,0.31,,1.28,0.16,,99.93,0.54,100.48
201029_P23985_AP16_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Feb,40.72,0.12,0.06,-0.01,0,3.87,0.64,2.49,50.8,0.89,0.09,2.41,102.43,,5.34,0.04,0.01,0.45,0.08,0.32,8.43,0.23,0.02,1.18,0.59,,1.01,0.2,,101.21,1.04,102.25
201029_P23985_AP17_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.72,0.07,0,-0.02,0,0.06,0.64,0.4,53.65,0.75,0.09,2.53,101.26,,5.71,0.02,0,0.01,0.09,0.05,9.08,0.2,0.02,1.26,0.54,,1.07,0.17,,100.03,0.94,100.97
201029_P23985_AP18_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.47,0.14,0.03,0,0.02,0.07,0.82,0.34,53.78,0.87,0.09,2.73,100.8,,5.59,0.04,0,0.01,0.11,0.05,9.18,0.23,0.02,1.37,0.39,,1.15,0.2,,99.45,0.69,100.14
201029_P23985_AP19_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.23,0.11,0.06,0.02,0.01,0.07,0.93,0.33,53.67,0.84,0.06,2.69,101.37,,5.64,0.03,0.01,0.01,0.12,0.04,9.08,0.22,0.01,1.34,0.43,,1.13,0.19,,100.05,0.76,100.81
201029_P23985_AP19_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Feb,42.67,0.01,0.07,0.01,0,0.02,0.23,0.14,55.03,0.12,0.02,3.85,102.38,,5.57,0,0.01,0,0.03,0.02,9.09,0.03,0,1.88,0.09,,1.62,0.03,,100.73,0.17,100.9
201029_P23985_AP20_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.47,0.12,0.01,0,0,0.07,0.76,0.36,53.68,0.91,0.09,2.82,101.71,,5.65,0.04,0,0.01,0.1,0.05,9.03,0.24,0.02,1.4,0.36,,1.19,0.21,,100.32,0.63,100.95
201029_P23985_AP20_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Feb,42.73,0.14,0.11,0,0.1,0.08,0.77,0.38,52.95,0.71,0.09,2.45,100.87,,5.73,0.04,0.02,0.01,0.1,0.05,8.99,0.19,0.02,1.23,0.58,,1.03,0.16,,99.68,1.02,100.7
201029_P23985_AP21_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,41.71,0.09,0.02,-0.02,0.01,0.08,1.06,0.34,53.84,0.78,0.05,3.05,101.35,,5.57,0.03,0,0.01,0.14,0.04,9.1,0.21,0.01,1.52,0.27,,1.28,0.18,,99.89,0.48,100.37
201029_P23985_AP22_01_Qti,13,QVC029,Late Porphyry,Groundmass,NA,01-Jan,42.03,0.13,0.05,-0.01,0,0.12,1,0.48,53.32,0.87,0.11,2.76,101.29,,5.62,0.04,0.01,0.01,0.13,0.06,9.03,0.23,0.03,1.38,0.39,,1.16,0.2,,99.93,0.68,100.61
201207_ZAp_QVCZRC002_QVC024_01_Qti,10,QVC024,Intermineral Monzonite,Semi-Inclusion,NA,01-Feb,41.54,0.1,1.02,0,0,0.08,0.64,0.31,52.39,0.73,0.07,2.55,99.41,,5.62,0.03,0.16,0.01,0.09,0.04,8.96,0.2,0.02,1.29,0.51,,1.07,0.16,,98.17,0.91,99.08
201207_ZAp_QVCZRC002_QVC024_01_Qti,10,QVC024,Intermineral Monzonite,Semi-Inclusion,NA,01-Mar,41.58,0.07,0.83,-0.07,-0.03,0.06,0.63,0.45,52.05,0.7,0.06,2.51,98.95,,5.66,0.02,0.13,0.01,0.09,0.06,8.96,0.19,0.01,1.28,0.53,,1.06,0.16,,97.74,0.94,98.68
201207_ZAp_QVCZRC002_QVC024_01_Qti,10,QVC024,Intermineral Monzonite,Semi-Inclusion,NA,01-Apr,42.75,0.1,0.62,-0.05,0,0.05,0.56,0.45,52.78,0.84,0.08,2.29,100.52,,5.73,0.03,0.1,0.01,0.08,0.06,8.95,0.23,0.02,1.15,0.63,,0.96,0.19,,99.37,1.11,100.47
201207_ZAp_QVCZRC002_QVC024_01_Qti,10,QVC024,Intermineral Monzonite,Semi-Inclusion,NA,01-May,42.08,0.14,0.64,-0.03,-0.03,0.14,0.44,0.33,53.15,0.72,0.08,2.56,100.28,,5.65,0.04,0.1,0.02,0.06,0.04,9.02,0.19,0.02,1.28,0.52,,1.08,0.16,,99.04,0.92,99.96
201207_ZAp_QVCZRC002_QVC024_01_Qti,10,QVC024,Intermineral Monzonite,Semi-Inclusion,NA,01-Jun,42.98,0.06,0.34,-0.03,-0.01,0.07,0.54,0.29,53.4,0.81,0.08,2.48,101.05,,5.72,0.02,0.05,0.01,0.07,0.04,8.99,0.22,0.02,1.23,0.55,,1.04,0.18,,99.82,0.97,100.8
201207_ZAp_QVCZRC002_QVC024_01_Qti,10,QVC024,Intermineral Monzonite,Semi-Inclusion,NA,01-Jul,42.57,0.06,0.42,-0.03,0.01,0.08,0.64,0.15,53.36,0.79,0.06,2.56,100.7,,5.68,0.02,0.07,0.01,0.09,0.02,9.02,0.21,0.01,1.28,0.51,,1.08,0.18,,99.44,0.9,100.35
201207_ZAp_QVCZRC002_QVC024_02_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Jan,41.11,0.03,2.02,-0.01,-0.03,0.16,0.22,0.2,51.62,0.62,0.08,1.8,97.86,,5.65,0.01,0.33,0.02,0.03,0.03,8.98,0.17,0.02,0.92,0.9,,0.76,0.14,,96.96,1.59,98.55
201207_ZAp_QVCZRC002_QVC024_02_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Feb,35.35,-0.18,6.35,-0.04,-0.06,0.1,0.15,-0.07,45.46,0.58,0.01,1.43,89.44,,5.28,-0.06,1.12,0.01,0.02,-0.01,8.59,0.17,0,0.8,1.03,,0.6,0.13,,88.71,1.82,90.53
201207_ZAp_QVCZRC002_QVC024_07_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Jan,37.99,0.07,3.45,0,-0.03,0.11,0.02,0.37,49.27,1.27,0.05,1.25,93.85,,5.47,0.02,0.59,0.01,0,0.05,8.98,0.37,0.01,0.67,0.96,,0.53,0.29,,93.04,1.68,94.71
201207_ZAp_QVCZRC002_QVC024_07_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Feb,41.94,0.12,0.93,0.04,0,0.18,0.22,0.08,52.4,1.43,0.02,1.36,98.72,,5.75,0.04,0.15,0.02,0.03,0.01,9.09,0.39,0,0.7,0.91,,0.57,0.32,,97.82,1.59,99.41
201207_ZAp_QVCZRC002_QVC024_10_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Jan,43.65,0.16,0.35,0.02,0,0.18,0.29,0.07,52.85,0.97,0.06,1.55,100.16,,5.88,0.05,0.06,0.02,0.04,0.01,9,0.26,0.01,0.78,0.96,,0.65,0.22,,99.29,1.68,100.97
201207_ZAp_QVCZRC002_QVC024_11_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Jan,42.16,0.13,0.49,-0.02,-0.01,0.27,0.3,0.4,52.54,1.19,0.16,2.1,99.73,,5.7,0.04,0.08,0.03,0.04,0.05,8.98,0.32,0.04,1.06,0.62,,0.88,0.27,,98.58,1.09,99.67
201207_ZAp_QVCZRC002_QVC024_11_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Feb,41.87,0.08,1.41,0.12,0,0.16,0.54,0.41,51.26,1.08,0.25,2.1,99.27,,5.66,0.02,0.23,0.02,0.07,0.05,8.76,0.29,0.06,1.06,0.65,,0.88,0.24,,98.14,1.14,99.29
201207_ZAp_QVCZRC002_QVC024_13_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Feb,40.23,0.13,2.91,0.06,0,0.68,0.05,0,49.58,0.63,0.03,1.54,95.82,,5.61,0.04,0.48,0.08,0.01,0,8.74,0.18,0.01,0.8,1.02,,0.65,0.14,,95.03,1.8,96.83
201207_ZAp_QVCZRC002_QVC024_14_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Jan,40.76,0.07,2.78,-0.02,-0.01,0.05,0.53,0.33,49.43,0.78,0.07,2.37,97.17,,5.58,0.02,0.45,0.01,0.07,0.04,8.57,0.21,0.02,1.21,0.57,,1,0.18,,96,1.02,97.02
201207_ZAp_QVCZRC002_QVC024_14_Qti,10,QVC024,Intermineral Monzonite,Inclusion,No,01-Feb,41.54,0.07,1.84,0.01,-0.01,-0.01,0.5,0.27,50.31,0.81,0.07,2.42,97.84,,5.66,0.02,0.3,0,0.07,0.04,8.68,0.22,0.02,1.23,0.55,,1.02,0.18,,96.64,0.97,97.61
201207_ZAp_QVCZRC002_QVC028_10_Qti,5,QVC028,Quellaveco Granodiorite,Inclusion,No,01-Jan,40.99,0.08,2.59,-0.03,-0.04,0.09,0.33,0.04,49.02,1.5,0.06,1.38,96.08,,5.71,0.03,0.43,0.01,0.05,0.01,8.64,0.42,0.01,0.72,0.86,,0.58,0.34,,95.16,1.52,96.69
201207_ZAp_QVCZRC002_QVC028_1_Qti,5,QVC028,Quellaveco Granodiorite,Inclusion,No,01-Mar,39.38,0.16,4.3,0,-0.03,0.16,0.43,0.1,49.06,1.59,0.12,1.56,96.85,,5.44,0.05,0.7,0.02,0.06,0.01,8.57,0.44,0.03,0.8,0.76,,0.66,0.36,,95.83,1.34,97.17
201207_ZAp_QVCZRC002_QVC028_5_Qti,5,QVC028,Quellaveco Granodiorite,Inclusion,No,01-Jan,41.33,0.06,1.98,-0.03,-0.02,0.08,0.75,0.45,50.14,0.85,0.14,2.83,98.62,,5.57,0.02,0.32,0.01,0.1,0.06,8.56,0.23,0.03,1.43,0.34,,1.19,0.19,,97.24,0.62,97.85
201207_ZAp_QVCZRC002_QVC028_6_Qti,5,QVC028,Quellaveco Granodiorite,Inclusion,No,01-Jan,41.5,0.14,1.2,0,0.02,0.2,0.16,0.45,50.44,1.39,0.04,1.48,97.02,,5.76,0.04,0.2,0.02,0.02,0.06,8.86,0.39,0.01,0.77,0.85,,0.62,0.31,,96.08,1.48,97.57
201207_ZAp_QVCZRC002_QVC028_8_Qti,5,QVC028,Quellaveco Granodiorite,Inclusion,No,01-Jan,38.82,0.04,4.29,-0.04,-0.03,0.1,0.68,0.5,45.82,0.59,0.1,2.32,93.26,,5.5,0.01,0.72,0.01,0.1,0.07,8.21,0.17,0.02,1.23,0.61,,0.98,0.13,,92.15,1.09,93.24
201207_ZAp_QVCZRC002_QVC028_9_Qti,5,QVC028,Quellaveco Granodiorite,Inclusion,No,01-Jan,43.06,0.11,0.3,-0.03,0.01,0.08,0.39,0.2,53.12,0.54,0.08,3.24,101.13,,5.67,0.03,0.05,0.01,0.05,0.03,8.86,0.14,0.02,1.59,0.26,,1.36,0.12,,99.64,0.47,100.12
201207_ZAp_QVCZRC002_QVC034_2_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Jan,43.1,0.15,0.67,-0.02,-0.01,0.32,0.31,0.19,52.52,1.93,0,1.45,100.63,,5.78,0.05,0.11,0.04,0.04,0.03,8.91,0.52,0,0.73,0.76,,0.61,0.44,,99.58,1.33,100.91
201207_ZAp_QVCZRC002_QVC034_3_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Jan,42.45,0.05,1.2,0,0.01,0.12,0.34,0.14,52.37,0.72,0,1.66,99.06,,5.78,0.02,0.19,0.01,0.05,0.02,9.02,0.2,0,0.84,0.96,,0.7,0.16,,98.2,1.68,99.88
201207_ZAp_QVCZRC002_QVC034_3_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Feb,42.85,0.03,1.37,-0.02,-0.02,0.06,0.18,0.1,52.23,0.7,0.02,1.67,99.2,,5.8,0.01,0.22,0.01,0.02,0.01,8.95,0.19,0,0.85,0.97,,0.7,0.16,,98.34,1.69,100.03
201207_ZAp_QVCZRC002_QVC034_4_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Jan,35.52,0.03,7.65,0.05,0.03,0.13,0.23,0.12,45.74,0.88,0,1.37,91.73,,5.15,0.01,1.31,0.02,0.03,0.02,8.39,0.26,0,0.74,1,,0.58,0.2,,90.95,1.78,92.73
201207_ZAp_QVCZRC002_QVC034_4_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Feb,38.02,0.1,6.72,0.02,0.03,0.19,0.04,0.12,46.82,0.58,0.08,1.42,94.14,,5.35,0.03,1.12,0.02,0.01,0.02,8.34,0.16,0.02,0.75,1.09,,0.6,0.13,,93.41,1.93,95.34
201207_ZAp_QVCZRC002_QVC034_7_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Jan,43.23,0.1,0.4,-0.03,0.03,0.1,0.14,0.37,53.42,1.1,-0.01,1.68,100.56,,5.81,0.03,0.06,0.01,0.02,0.05,9.09,0.3,0,0.84,0.86,,0.71,0.25,,99.6,1.5,101.11
201207_ZAp_QVCZRC002_QVC034_7_Qti,8,QVC034,Early Porphyry,Inclusion,No,01-Feb,43.09,0.11,0.45,-0.04,0.02,0.08,0.26,0.1,53.29,1.02,0.01,1.78,100.22,,5.81,0.03,0.07,0.01,0.04,0.01,9.09,0.28,0,0.9,0.83,,0.75,0.23,,99.24,1.45,100.69
201207_ZAp_QVCZRC002_QVC060_1_Qti,9,QVC060,Intermineral Monzonite,Inclusion,No,01-Jan,39.06,-0.01,6.62,-0.01,0.01,0.11,0.27,0.08,46.99,0.9,0.05,1.36,95.44,,5.41,0,1.08,0.01,0.04,0.01,8.24,0.25,0.01,0.7,1.05,,0.57,0.2,,94.66,1.86,96.52
201207_ZAp_QVCZRC002_QVC060_1_Qti,9,QVC060,Intermineral Monzonite,Inclusion,No,01-Feb,37.68,0.04,8.12,-0.01,-0.02,0.17,0.09,0.03,45.4,0.86,0.02,1.5,93.91,,5.27,0.01,1.34,0.02,0.01,0,8.03,0.24,0,0.78,0.98,,0.63,0.19,,93.08,1.75,94.83
201207_ZAp_QVCZRC002_QVC060_3_Qti,9,QVC060,Intermineral Monzonite,Inclusion,No,01-Feb,42.51,0.09,1.87,0.02,0,0.05,0.32,0.3,51.72,0.73,0.04,1.93,99.58,,5.72,0.03,0.3,0.01,0.04,0.04,8.81,0.2,0.01,0.97,0.83,,0.81,0.16,,98.6,1.47,100.07
201207_ZAp_QVCZRC003_QVC055_01_Qti,12,QVC055,Late Porphyry,Semi-Inclusion,No,01-Feb,40.19,0.13,1.76,0.01,0.03,0.57,0.53,0.24,50.59,0.32,0.09,2.85,97.32,,5.5,0.04,0.28,0.07,0.07,0.03,8.77,0.09,0.02,1.46,0.45,,1.2,0.07,,96.05,0.81,96.86
201207_ZAp_QVCZRC003_QVC055_02_Qti,12,QVC055,Late Porphyry,Inclusion,No,01-Mar,38.63,0.17,5.6,0,0.01,0.38,0.27,0.19,48.62,1.14,0.1,1.07,96.18,,5.38,0.05,0.92,0.05,0.04,0.03,8.57,0.32,0.02,0.56,1.13,,0.45,0.26,,95.47,1.97,97.45
201207_ZAp_QVCZRC003_QVC055_02_Qti,12,QVC055,Late Porphyry,Inclusion,No,01-Apr,39.81,0.24,3.4,0,0.02,0.53,0.44,0.19,50.2,1.15,0.07,1.16,97.18,,5.52,0.08,0.56,0.07,0.06,0.03,8.82,0.32,0.02,0.6,1.08,,0.49,0.26,,96.43,1.88,98.31
201207_ZAp_QVCZRC003_QVC055_3_Qti,12,QVC055,Late Porphyry,Inclusion,No,01-Jan,37.54,0.14,7.81,0.04,0,0.24,0.14,0.16,46.27,1.03,0.05,1.35,94.77,,5.24,0.04,1.29,0.03,0.02,0.02,8.17,0.29,0.01,0.7,1.01,,0.57,0.23,,93.97,1.8,95.77
201207_ZAp_QVCZRC003_QVC061_05_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Jan,42.13,0.2,1.28,-0.02,0.01,0.4,0.21,0.2,53.24,1.3,0.05,1.24,100.26,,5.7,0.06,0.2,0.05,0.03,0.03,9.12,0.35,0.01,0.63,1.02,,0.52,0.29,,99.44,1.77,101.22
201207_ZAp_QVCZRC003_QVC061_05_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Apr,38.14,0.12,4.84,-0.02,0.02,0.35,0.18,0.28,46.92,0.85,0.03,1.17,92.91,,5.49,0.04,0.82,0.04,0.03,0.04,8.54,0.24,0.01,0.63,1.13,,0.49,0.19,,92.23,1.98,94.21
201207_ZAp_QVCZRC003_QVC061_07_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Jan,43.13,0.11,0.51,0,-0.04,0.1,0.3,0.13,53.17,0.93,0.05,1.49,99.91,,5.84,0.03,0.08,0.01,0.04,0.02,9.11,0.25,0.01,0.75,0.99,,0.63,0.21,,99.07,1.73,100.8
201207_ZAp_QVCZRC003_QVC061_3_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Jan,43.29,0.14,0.38,-0.04,0.02,0.29,0.47,0.35,54.28,0.91,0.07,2.07,102.27,,5.72,0.04,0.06,0.03,0.06,0.05,9.08,0.24,0.02,1.02,0.74,,0.87,0.21,,101.19,1.29,102.48
201207_ZAp_QVCZRC003_QVC061_3_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Mar,36.75,0.08,2.27,2.02,-0.01,0.06,0.24,0.16,47.01,1.04,0.02,1.45,91.09,,5.43,0.03,0.4,0.01,0.04,0.02,8.79,0.31,0.01,0.8,0.89,,0.61,0.23,,90.24,1.56,91.81
201207_ZAp_QVCZRC003_QVC061_3_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Apr,33.12,-0.06,5.58,0,0.03,0.23,0.34,0.19,47.16,0.63,0.05,2.72,90.06,,4.92,-0.02,0.98,0.03,0.05,0.03,8.87,0.19,0.01,1.51,0.3,,1.15,0.14,,88.77,0.54,89.31
201207_ZAp_QVCZRC003_QVC061_4_Qti,11,QVC061,Monzodiorite,Inclusion,No,01-Mar,42.82,0.17,0.32,0.02,0,0.34,0.44,0.29,54.12,0.94,0.05,1.98,101.5,,5.71,0.05,0.05,0.04,0.06,0.04,9.13,0.25,0.01,0.99,0.76,,0.83,0.21,,100.45,1.33,101.79
201208_ZAp_QVCZRC001_QVC058_10_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,42.55,0.13,0.43,-0.03,-0.03,0.18,0.2,0.25,53.04,2.11,0.07,1.38,100.33,,5.75,0.04,0.07,0.02,0.03,0.03,9.07,0.57,0.02,0.7,0.73,,0.58,0.48,,99.27,1.28,100.55
201208_ZAp_QVCZRC001_QVC058_10_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Feb,41,0.13,1.21,-0.05,0.02,0.11,0.14,0.17,50.92,2.04,0.06,1.29,97.08,,5.71,0.04,0.2,0.01,0.02,0.02,8.98,0.57,0.01,0.67,0.76,,0.54,0.46,,96.08,1.33,97.41
201208_ZAp_QVCZRC001_QVC058_11_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Apr,43.07,0.11,0.17,-0.03,0.01,0.08,0.1,0.07,54.73,1.25,0.04,1.45,101.09,,5.8,0.03,0.03,0.01,0.01,0.01,9.32,0.34,0.01,0.73,0.93,,0.61,0.28,,100.2,1.62,101.82
201208_ZAp_QVCZRC001_QVC058_11_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-May,43,0.1,0.18,-0.01,0,0.2,0.22,0.13,54.2,1.25,0.03,1.44,100.75,,5.8,0.03,0.03,0.02,0.03,0.02,9.25,0.34,0.01,0.73,0.94,,0.61,0.28,,99.86,1.63,101.49
201208_ZAp_QVCZRC001_QVC058_11_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jun,42.69,0.1,0.2,-0.02,0,0.08,0.35,0.16,54.13,1.25,0.05,1.4,100.4,,5.79,0.03,0.03,0.01,0.05,0.02,9.29,0.34,0.01,0.71,0.95,,0.59,0.28,,99.53,1.65,101.18
201208_ZAp_QVCZRC001_QVC058_11_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jul,42.74,0.13,0.29,-0.06,-0.02,0.18,0.12,0.21,54.06,1.23,0.04,1.53,100.52,,5.78,0.04,0.05,0.02,0.02,0.03,9.24,0.33,0.01,0.77,0.9,,0.64,0.28,,99.6,1.56,101.15
201208_ZAp_QVCZRC001_QVC058_12_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,43.11,0.05,0.12,0,0.02,0.02,0.32,0.15,54.53,0.44,0.08,3.43,102.27,,5.63,0.01,0.02,0,0.04,0.02,9.01,0.11,0.02,1.67,0.21,,1.44,0.1,,100.73,0.38,101.11
201208_ZAp_QVCZRC001_QVC058_12_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Feb,44.01,0.12,0.13,-0.04,0,0.11,0.66,0.34,54.15,0.51,0.1,3.43,103.56,,5.67,0.04,0.02,0.01,0.08,0.04,8.82,0.13,0.02,1.65,0.22,,1.44,0.12,,102,0.39,102.39
201208_ZAp_QVCZRC001_QVC058_12_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Mar,44.02,0.11,0.1,-0.03,-0.03,0.04,0.69,0.41,54.29,0.55,0.07,3.34,103.62,,5.67,0.03,0.02,0,0.09,0.05,8.86,0.14,0.02,1.61,0.25,,1.41,0.12,,102.09,0.45,102.54
201208_ZAp_QVCZRC001_QVC058_12_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Apr,43.46,0.09,0.29,-0.02,-0.03,0.11,0.21,0.29,53.15,2.09,0.05,1.61,101.36,,5.79,0.03,0.05,0.01,0.03,0.04,8.96,0.56,0.01,0.8,0.64,,0.68,0.47,,100.21,1.13,101.34
201208_ZAp_QVCZRC001_QVC058_13_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,42.93,0.08,0.38,-0.01,0,0.25,0.18,0.15,53.35,1.54,0.01,1.58,100.45,,5.78,0.02,0.06,0.03,0.02,0.02,9.08,0.41,0,0.79,0.79,,0.67,0.35,,99.44,1.38,100.82
201208_ZAp_QVCZRC001_QVC058_13_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Feb,42.34,0.17,0.17,-0.01,0.02,0.2,0.29,0.03,53.57,1.82,0.03,1.32,99.97,,5.76,0.05,0.03,0.02,0.04,0,9.23,0.5,0.01,0.67,0.83,,0.56,0.41,,99,1.45,100.45
201208_ZAp_QVCZRC001_QVC058_13_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Mar,42.82,0.13,0.21,-0.06,0.02,0.14,0.27,0.15,53.61,1.75,0.04,1.29,100.42,,5.8,0.04,0.03,0.02,0.04,0.02,9.19,0.47,0.01,0.65,0.87,,0.54,0.39,,99.48,1.52,101
201208_ZAp_QVCZRC001_QVC058_13_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Apr,43.17,0.1,0.28,-0.03,0,0.13,0.14,0.16,53.77,1.72,0.05,1.34,100.86,,5.81,0.03,0.04,0.02,0.02,0.02,9.15,0.46,0.01,0.67,0.86,,0.56,0.39,,99.91,1.5,101.41
201208_ZAp_QVCZRC001_QVC058_13_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-May,43.18,0.1,0.32,0.02,0,0.13,0.23,0.19,53.15,1.69,0.03,1.18,100.22,,5.84,0.03,0.05,0.02,0.03,0.03,9.1,0.46,0.01,0.6,0.95,,0.5,0.38,,99.34,1.64,100.99
201208_ZAp_QVCZRC001_QVC058_13_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jun,42.84,0.1,0.33,-0.02,-0.03,0.14,0.23,0.13,53.87,1.78,0.02,1.21,100.65,,5.79,0.03,0.05,0.02,0.03,0.02,9.22,0.48,0,0.61,0.91,,0.51,0.4,,99.74,1.57,101.31
201208_ZAp_QVCZRC001_QVC058_1_Qti,6,QVC058,Quellaveco Granodiorite,Inclusion,No,01-Jan,42.56,0.09,0.17,-0.02,0,0.07,0.15,0.13,54.23,1.02,0.03,1.59,100.05,,5.78,0.03,0.03,0.01,0.02,0.02,9.33,0.28,0.01,0.81,0.92,,0.67,0.23,,99.15,1.59,100.74
